uID,link, desig, details, org, loc, exp, keyskills, descl, salary 
1316,https://www.naukri.com/job-listings-Senior-Software-Engineer-Testing-Fidelity-Investments-Chennai-2-to-7-years-050517901651?src=jobsearchDesk&sid=1495774005121&xp=24,Senior Software Engineer   Testing,Senior Software Engineer   Testing,Fidelity Investments,Chennai,2-7 yrs,Unix Javascript PLSQL Application development Agile Coding...,Business Unit Overview The FPCMS (Fidelity Pricing and Cash Management Services) Technology Group is ...,Not disclosed
1317,https://www.naukri.com/job-listings-Software-Engineer-Informatica-Developer-Fidelity-Investments-Chennai-3-to-8-years-050517901650?src=jobsearchDesk&sid=1495774005121&xp=25,Software Engineer   Informatica Developer,Software Engineer   Informatica Developer,Fidelity Investments,Chennai,3-8 yrs,Programming Unix Linux Informatica Production support...,Business Unit Overview FIT (Fidelity Institutional Technology) -  provides a wide range of brokerage ...,Not disclosed
1318,https://www.naukri.com/job-listings-Senior-Software-Engineer-Java-J2EE-Fidelity-Investments-Bengaluru-2-to-4-years-050517901644?src=jobsearchDesk&sid=1495774005121&xp=26,Senior Software Engineer - Java J2EE,Senior Software Engineer - Java J2EE,Fidelity Investments,Bengaluru,2-4 yrs,Tools Oracle Information technology Investment management Unix SQL...,Business Unit Overview Fidelity Investments Management Technology (FIMT) is the business unit that ...,Not disclosed
1319,https://www.naukri.com/job-listings-Business-Systems-Consultant-3-Wells-Fargo-India-Solutions-Pvt-Ltd-Hyderabad-2-to-5-years-050517901536?src=jobsearchDesk&sid=1495774005121&xp=27,Business Systems Consultant 3,Business Systems Consultant 3,Wells Fargo India Solutions Pvt. Ltd.,Hyderabad,2-5 yrs,Customer service Monitoring Information technology Operations...,Planning and monitoring    Eliciting requirements    Requirements organization ...,Not disclosed
1320,https://www.naukri.com/job-listings-Operational-Risk-Consultant-3-ier-Wells-Fargo-India-Solutions-Pvt-Ltd-Hyderabad-3-to-8-years-050517901533?src=jobsearchDesk&sid=1495774005121&xp=28,Operational Risk Consultant 3 (ier),Operational Risk Consultant 3 (ier),Wells Fargo India Solutions Pvt. Ltd.,Hyderabad,3-8 yrs,Financial services BPO Risk management Auditing Operational risk...,This is one of several positions that will have responsibilities for supporting the Enterprise ...,Not disclosed
1321,https://www.naukri.com/job-listings-Operational-Risk-Consultant-3-IER-Regulatory-Wells-Fargo-India-Solutions-Pvt-Ltd-Hyderabad-3-to-8-years-050517901531?src=jobsearchDesk&sid=1495774005121&xp=29,Operational Risk Consultant 3 (IER Regulatory),Operational Risk Consultant 3 (IER Regulatory),Wells Fargo India Solutions Pvt. Ltd.,Hyderabad,3-8 yrs,Financial services BPO Risk management Auditing Operational risk...,This position will have responsibilities for supporting the Enterprise Information Technology (EIT ...,Not disclosed
1322,https://www.naukri.com/job-listings-Software-Engineering-Line-Manager-Amdocs-Development-Center-India-Pvt-Ltd-Pune-5-to-10-years-050517900216?src=jobsearchDesk&sid=1495774005121&xp=30,Software Engineering Line Manager,Software Engineering Line Manager,Amdocs Development Center India Pvt. Ltd.,Pune,5-10 yrs,Networking Tools Coding Computer science...,    &amp;bull;You will establish the vision strategy and direction in line with the software ...,Not disclosed
1323,https://www.naukri.com/job-listings-Senior-Software-Engineer-Oracle-Pl-sql-Fidelity-Business-Service-India-Private-Limited-Bengaluru-5-to-8-years-050517900117?src=jobsearchDesk&sid=1495774005121&xp=31,Senior Software Engineer - Oracle Pl/sql,Senior Software Engineer - Oracle Pl/sql,Fidelity Business Service India Private Limited,Bengaluru,5-8 yrs,SQL Unix Oracle PL Informatica ETL Tool PLSQL AutoSys...,,Not disclosed
1324,https://www.naukri.com/job-listings-Associate-mis-Financial-Systems-Kelly-Services-India-Pvt-Ltd-Bengaluru-6-to-8-years-050517007980?src=jobsearchDesk&sid=1495774005121&xp=32,Associate_mis Financial Systems,Associate_mis Financial Systems,Kelly Services India Pvt. Ltd.,Bengaluru,6-8 yrs,Financial Reporting MIS Monthly Reports information technology risk...,"Job Description 	This role will assist in the development of a new financial and analytical ...",Not disclosed
1325,https://www.naukri.com/job-listings-IT-Strategist-Sofomation-Energy-Consultants-Pvt-Ltd-Qatar-10-to-20-years-050517005079?src=jobsearchDesk&sid=1495774005121&xp=33,IT Strategist,IT Strategist,Sofomation Energy Consultants Pvt. Ltd,Qatar,10-20 yrs,Gas Performance Improvement Balanced Scorecard Strategic Planning...,Hi  We have opening  for    IT Strategist    with one of the leading oil &amp; ...,Not disclosed
1326,https://www.naukri.com/job-listings-Urgent-Opening-for-IT-Recruiter-in-Mumbai-Location-Buzzworks-Business-Services-Pvt-Ltd-Mumbai-1-to-2-years-050517001389?src=jobsearchDesk&sid=1495774005121&xp=34,Urgent Opening for IT Recruiter in Mumbai Location,Urgent Opening for IT Recruiter in Mumbai Location,Buzzworks Business Services Pvt Ltd.,Mumbai,1-2 yrs,IT recruiter technical recruiter recruitment recruitment executive...,Were pleased to inform you regarding this opening for one of our prestigious client in Mumbai Location. ...,100000 - 250000 P.A. As per market policies
1327,https://www.naukri.com/job-listings-Hiring-for-Program-Manager-in-pune-Location-Teamware-Solutions-QUANTUM-LEAP-CONSULTING-PVT-LTD-Pune-10-to-13-years-040517001907?src=jobsearchDesk&sid=1495774005121&xp=35,Hiring for Program Manager in pune Location,Hiring for Program Manager in pune Location,Teamware Solutions (QUANTUM LEAP CONSULTING PVT  LTD),Pune,10-13 yrs,Agile CSM Program Management Scrum Master PMI...,,Not disclosed
1328,https://www.naukri.com/job-listings-Head-Technology-Projects-Premium-Jobs-Bengaluru-5-to-10-years-040517001154?src=jobsearchDesk&sid=1495774005121&xp=36,Head - Technology Projects,Head - Technology Projects,Premium-Jobs,Bengaluru,5-10 yrs,IT Governance IT Infrastructure IT Strategy Customer Experience..., Head - Technology Projects 4-7 Yrs 8-10 LPA Bangalore  One of the best ...,Not disclosed
1329,https://www.naukri.com/job-listings-Senior-Technical-Lead-Software-Product-Development-iQuest-Management-Consultants-Pvt-Ltd-Bengaluru-8-to-12-years-030517900882?src=jobsearchDesk&sid=1495774005121&xp=37,Senior Technical Lead   Software Product Development,Senior Technical Lead   Software Product Development,iQuest Management Consultants Pvt Ltd,Bengaluru,8-12 yrs,Architectural design Oracle Procurement Hibernate SQL Telecom UML...,Job Title:  Senior Technical Lead Software Product Development Role:   (70% Technical;   30% Team ...,Not disclosed
1330,https://www.naukri.com/job-listings-Business-Analyst-Amdocs-Development-Center-India-Pvt-Ltd-Pune-1-to-5-years-030517900869?src=jobsearchDesk&sid=1495774005121&xp=38,Business Analyst,Business Analyst,Amdocs Development Center India Pvt. Ltd.,Pune,1-5 yrs,Telecom Service CRM EPC Billing Information technology Bss...,    &amp;bull;  You will have the opportunity to reflect customer needs by gathering business ...,Not disclosed
1331,https://www.naukri.com/job-listings-Business-Analyst-Service-Fulfillment-NetCracker-Technology-Solutions-India-Pvt-Ltd-Pune-3-to-8-years-030517900831?src=jobsearchDesk&sid=1495774005121&xp=39,Business Analyst Service Fulfillment,Business Analyst Service Fulfillment,NetCracker Technology Solutions (India) Pvt Ltd,Pune,3-8 yrs,Telecom Project management Tools Analytical Information technology...,,Not disclosed
1332,https://www.naukri.com/job-listings-PHP-Developer-Teamware-Solutions-QUANTUM-LEAP-CONSULTING-PVT-LTD-Hyderabad-5-to-10-years-030517002166?src=jobsearchDesk&sid=1495774005121&xp=40,PHP Developer,PHP Developer,Teamware Solutions (QUANTUM LEAP CONSULTING PVT  LTD),Hyderabad,5-10 yrs,Magento PHP MySQL Gas Middle East Information Technology Professional...,Dear Candidate Warm Greetings from Teamware Solutions !!! Kindly go through a brief intro about ...,50000 P.A.
1333,https://www.naukri.com/job-listings-Personal-Insurance-Analytics-COE-Senior-Predictive-Modeler-AIG-Analytics-Services-Private-Limited-Bengaluru-4-to-9-years-020517900175?src=jobsearchDesk&sid=1495774005121&xp=41,Personal Insurance Analytics COE Senior Predictive Modeler,Personal Insurance Analytics COE Senior Predictive Modeler,AIG Analytics & Services Private Limited,Bengaluru,4-9 yrs,Data Science R Machine Learning Python Insurance Analytics...,,Not disclosed
1334,https://www.naukri.com/job-listings-IT-Support-Manager-Brio-interactive-tech-pvt-ltd-Delhi-4-to-6-years-020517006994?src=jobsearchDesk&sid=1495774005121&xp=42,IT Support Manager,IT Support Manager,Brio interactive tech pvt ltd,Delhi,4-6 yrs,IT support Manager technical support manager...,,300000 - 500000 P.A.
1335,https://www.naukri.com/job-listings-Immediate-Opening-for-Oracle-Pl-sql-Developer-4-8-5yrs-for-Chennai-loc-IT-TRAILBLAZERS-CONSULTING-PVT-LTD-Chennai-3-to-8-years-020517005928?src=jobsearchDesk&sid=1495774005121&xp=43,Immediate Opening for Oracle Pl/sql Developer-4-8.5yrs for Chennai loc,Immediate Opening for Oracle Pl/sql Developer-4-8.5yrs for Chennai loc,IT TRAILBLAZERS CONSULTING PVT. LTD.,Chennai,3-8 yrs,SQL Oracle PL Oracle Apex PLSQL Unit Testing Software Engineering...,Greetings from IT trail Blazers   We have Excellent openings with one of our US based client ...,Not disclosed
1336,https://www.naukri.com/job-listings-Consultant-senior-Consultant-IT-Internal-Audit-role-Power-jobs-Gurgaon-1-to-4-years-020517005598?src=jobsearchDesk&sid=1495774005121&xp=44,Consultant/senior Consultant (IT Internal Audit) role,Consultant/senior Consultant (IT Internal Audit) role,Power jobs,Gurgaon,1-4 yrs,IT audit Information Technology audit Internal Audit ITGC SOX ICFR...,  Provide high quality client service e valuate the current risk management environment and ...,Not disclosed
1337,https://www.naukri.com/job-listings-PTIT-IM-Project-Manager-Shell-India-Markets-Private-Limited-Bengaluru-5-to-10-years-020217901650?src=jobsearchDesk&sid=1495774005121&xp=45,PTIT - IM Project Manager,PTIT - IM Project Manager,Shell India Markets Private Limited,Bengaluru,5-10 yrs,Project Management PMI PMP PMO Project Delivery Information Technology...,The primary responsibility of the Project Manager will be to manage projects ranging in size ($0.5M ...,Not disclosed
1338,https://www.naukri.com/job-listings-Senior-Principal-Consultant-Oracle-India-Pvt-Ltd-India-5-to-10-years-010517900981?src=jobsearchDesk&sid=1495774005121&xp=46,Senior Principal Consultant,Senior Principal Consultant,Oracle India Pvt. Ltd.,India,5-10 yrs,Business Case Software Solutions Business Development...,An experienced consulting professional who has a broad understanding of solutions industry best ...,Not disclosed
1339,https://www.naukri.com/job-listings-Manager-Database-Administration-Epsilon-Bengaluru-7-to-10-years-010517900391?src=jobsearchDesk&sid=1495774005121&xp=47,Manager Database Administration,Manager Database Administration,Epsilon,Bengaluru,7-10 yrs,Direct marketing CRM Automation Analytical Oracle...,*  Summary   Seeking a highly motivated and well-rounded Managerwith technical capabilities of ...,Not disclosed
1340,https://www.naukri.com/job-listings-Vacancies-for-Engineers-in-Hongkong-Under-QMAS-VISA-VILLA-WORLD-AGREEGATORS-PVT-LTD-Hong-Kong-2-to-7-years-010517001889?src=jobsearchDesk&sid=1495774005121&xp=48,Vacancies for Engineers in Hongkong Under QMAS VISA,Vacancies for Engineers in Hongkong Under QMAS VISA,VILLA WORLD AGREEGATORS PVT LTD,Hong Kong,2-7 yrs,engineer software engineer IT Software - E - Commerce...,,2750000 - 3750000 P.A.
1341,https://www.naukri.com/job-listings-Web-Hosting-Administrator-Choose-Rank-Noida-3-to-7-years-270417500537?src=jobsearchDesk&sid=1495774005121&xp=49,Web Hosting Administrator,Web Hosting Administrator,Choose Rank,Noida,3-7 yrs,Technical support CCNA Linux MCSE Windows DNS Perl RHCE Information...,,Not disclosed
1342,https://www.naukri.com/job-listings-Technical-Architect-Azure-Lennox-International-Chennai-11-to-15-years-270417500515?src=jobsearchDesk&sid=1495774005121&xp=50,Technical Architect- Azure,Technical Architect- Azure,Lennox International,Chennai,11-15 yrs,Information technology Debugging Analytics Cloud computing Tuning...,,Not disclosed
1343,https://www.naukri.com/job-listings-Senior-Customer-Support-Engineer-Lithium-Technologies-Inc-Bengaluru-8-to-10-years-260417502603?src=jobsearchDesk&sid=14957740078918&xp=1,Senior Customer Support Engineer,Senior Customer Support Engineer,Lithium Technologies Inc.,Bengaluru,8-10 yrs,Technical support Networking Troubleshooting Customer service Service...,,Not disclosed
1344,https://www.naukri.com/job-listings-Oracle-DBA-Consultant-SQL-JoulestoWatts-Bengaluru-8-to-10-years-190417900567?src=jobsearchDesk&sid=14957740078918&xp=2,Oracle DBA Consultant - SQL,Oracle DBA Consultant - SQL,JoulestoWatts,Bengaluru,8-10 yrs,AWR Datapump Oracle RAC RMAN Dataguard Ash Golden Gate Addm ASM...,The Sr. Database Administrator provides reliable cost-effective &amp; secure enterprise-wide support ...,Not disclosed
1345,https://www.naukri.com/job-listings-Assistant-Mgr-Helpdesk-and-Desktop-Encore-Capital-Group-Gurgaon-7-to-12-years-260417501823?src=jobsearchDesk&sid=14957740078918&xp=3,Assistant Mgr Helpdesk and Desktop,Assistant Mgr Helpdesk and Desktop,Encore Capital Group,Gurgaon,7-12 yrs,encore Group Networking Windows CCNA MCSE Service...,,Not disclosed
1346,https://www.naukri.com/job-listings-Systems-Engineer-III-ESP-Config-Management-JoulestoWatts-Bengaluru-5-to-8-years-190417900565?src=jobsearchDesk&sid=14957740078918&xp=4,Systems Engineer III - ESP Config Management,Systems Engineer III - ESP Config Management,JoulestoWatts,Bengaluru,5-8 yrs,Networking Windows Build Management Virtualization Linux Administration...,The Systems Engineer III supports the Configuration Management environment at CME Group primarily in ...,Not disclosed
1347,https://www.naukri.com/job-listings-Server-Engineer-SBS-Summit-Partners-Mumbai-4-to-8-years-260417501773?src=jobsearchDesk&sid=14957740078918&xp=5,Server Engineer-SBS,Server Engineer-SBS,Summit Partners,Mumbai,4-8 yrs,SQL microsoft Troubleshooting DNS Service DHCP Information technology...,,Not disclosed
1348,https://www.naukri.com/job-listings-Senior-System-Engineer-Enterprise-Server-Platforms-JoulestoWatts-Bengaluru-8-to-12-years-190417900564?src=jobsearchDesk&sid=14957740078918&xp=6,Senior System Engineer - Enterprise Server Platforms,Senior System Engineer - Enterprise Server Platforms,JoulestoWatts,Bengaluru,8-12 yrs,Linux Administration Networking Virtualization Cloud Computing Windows...,The Sr Systems Engineer ESP supports the Enterprise Server Platforms at CME Group. The incumbent must ...,Not disclosed
1349,https://www.naukri.com/job-listings-Freshers-for-Web-Mobile-Cloud-Development-E2LOGY-SOFTWARE-SOLUTIONS-PRIVATE-LIMITED-Ahmedabad-0-to-1-years-260417501158?src=jobsearchDesk&sid=14957740078918&xp=7,Freshers for Web Mobile & Cloud Development,Freshers for Web Mobile & Cloud Development,E2LOGY SOFTWARE SOLUTIONS PRIVATE LIMITED,Ahmedabad,0-1 yrs,Information technology PHP HTML Javascript ASP.Net Web technologies...,,Not disclosed
1350,https://www.naukri.com/job-listings-Chief-Information-Security-Officer-chief-Technology-Officer-General-Agile-1-Chennai-15-to-20-years-030517900493?src=jobsearchDesk&sid=14957740078918&xp=8,Chief Information Security Officer/chief Technology Officer - General,Chief Information Security Officer/chief Technology Officer - General,Agile 1,Chennai,15-20 yrs,ISO 27001 Information Security Management Risk Management Auditing...,- Responsible for implementing ISO 27001 framework requirements for ensuring adequate security levels ...,Not disclosed
1351,https://www.naukri.com/job-listings-Freshers-for-Web-Mobile-Cloud-Development-E2LOGY-SOFTWARE-SOLUTIONS-PRIVATE-LIMITED-Noida-0-to-1-years-260417501154?src=jobsearchDesk&sid=14957740078918&xp=9,Freshers for Web Mobile & Cloud Development,Freshers for Web Mobile & Cloud Development,E2LOGY SOFTWARE SOLUTIONS PRIVATE LIMITED,Noida,0-1 yrs,Information technology PHP HTML Javascript ASP.Net C Science...,,Not disclosed
1352,https://www.naukri.com/job-listings-Network-Engineer-Network-Admin-L3-i2t2-inc-Hyderabad-2-to-5-years-260417501135?src=jobsearchDesk&sid=14957740078918&xp=10,Network Engineer / Network Admin(L3),Network Engineer / Network Admin(L3),i2t2 inc,Hyderabad,2-5 yrs,ERP Database administration Information technology Healthcare...,,Not disclosed
1353,https://www.naukri.com/job-listings-Infrastructure-Lead-Virtusa-Corp-Bengaluru-10-to-15-years-260417501013?src=jobsearchDesk&sid=14957740078918&xp=11,Infrastructure Lead,Infrastructure Lead,Virtusa Corp,Bengaluru,10-15 yrs,Oracle Linux Windows AIX Performance testing HP-UX...,,Not disclosed
